file_name,pesq noisy,h4d5 trained on all,h8d5 trained on all,h12d5 trained on all,h24d5 trained on all,h48d5 trained on all,h4d5 transfer on grocery_store,h8d5 transfer on grocery_store,h12d5 transfer on grocery_store,h24d5 transfer on grocery_store,h48d5 transfer on grocery_store
SNRdb0_p249_244_1060,1.07298743724823,1.2186449766159058,1.2744462490081787,1.2370318174362185,1.341915726661682,1.3647438287734983,1.2607076168060305,1.319211483001709,1.363178849220276,1.3375916481018066,1.3586111068725586
SNRdb5_p281_448_1060,1.1369301080703735,1.2359991073608398,1.403765320777893,1.3047142028808594,1.3881309032440186,1.5074970722198486,1.297266960144043,1.4798924922943115,1.4186857938766482,1.4255889654159546,1.5014302730560305
SNRdb10_p335_406_1060,1.2681277990341189,1.6051359176635742,1.9472813606262207,1.8825540542602541,2.058836936950684,2.2252683639526367,1.9395631551742556,2.0149378776550293,2.0359525680541988,2.4530670642852783,2.476374626159668
SNRdb20_p303_120_1060,2.0138804912567143,2.2564308643341064,2.564422369003296,2.5826735496521,2.3678793907165527,2.471766471862793,2.4778430461883545,2.7434723377227783,2.5260088443756104,2.9704282283782963,2.813737392425537
SNRdb0_p343_260_108,1.1098166704177856,1.5816802978515625,1.691620707511902,1.637684345245361,1.8655922412872317,1.931926250457764,1.495739221572876,1.6570086479187012,1.4555633068084717,1.5594217777252195,2.042529821395874
SNRdb5_p246_224_108,1.1506128311157229,1.3393499851226809,1.355314016342163,1.6070880889892578,1.7412490844726562,1.6602485179901123,1.5678136348724363,1.7024850845336914,1.7727808952331543,1.7394638061523438,1.845003366470337
SNRdb10_p281_007_108,1.4442381858825684,1.4824013710021973,1.341699242591858,1.5951602458953855,1.7900220155715942,2.0763499736785893,1.710950493812561,1.6109170913696291,2.0918245315551762,1.9454224109649656,1.8538302183151243
SNRdb20_p281_446_108,2.3645737171173096,2.0138278007507324,2.6272993087768555,2.5229952335357666,2.28235936164856,2.583313465118408,2.429482936859131,2.651503086090088,2.526968002319336,2.497069358825684,2.6189303398132324
SNRdb0_p251_212_1091,1.1576441526412964,1.3390544652938845,1.3075242042541504,1.2852487564086914,1.3676996231079102,1.7931411266326904,1.4613186120986938,1.2888649702072144,1.3109227418899536,1.4439470767974854,1.6596791744232178
SNRdb5_p281_403_1091,1.2266167402267456,1.3622766733169556,1.6380627155303955,1.3765358924865725,1.645975112915039,1.5262186527252195,1.5285702943801882,1.62957501411438,1.690941572189331,1.5612988471984863,1.5115603208541868
SNRdb10_p281_007_1091,2.0419602394104004,2.156592845916748,1.62846040725708,2.1753499507904053,2.2191028594970703,2.587641477584839,2.1038658618926998,1.8906290531158447,2.25203800201416,2.3251774311065674,2.2994139194488525
SNRdb20_p360_263_1091,2.6977787017822266,2.8498635292053223,3.204298496246338,3.168231964111328,2.807278871536255,2.802376270294189,2.346630334854126,3.064396381378174,2.6631901264190674,2.9190399646759038,2.8415184020996094
SNRdb0_p360_161_1093,1.1556415557861328,1.299832820892334,1.3644917011260986,1.3117960691452026,1.3686285018920898,1.4966851472854614,1.4986852407455444,1.4709076881408691,1.602539300918579,1.6589384078979492,1.6486021280288696
SNRdb5_p298_288_1093,1.2984229326248171,1.6484619379043581,1.823885440826416,1.8952012062072756,2.1460251808166504,2.302938461303711,1.8937246799468996,2.1159555912017822,2.2605409622192383,2.1271779537200928,2.310459852218628
SNRdb10_p303_344_1093,1.2867920398712158,1.9539549350738523,2.2878336906433105,2.1998982429504395,2.2553975582122803,2.3868770599365234,2.013754367828369,2.493596315383911,2.11864972114563,2.21697735786438,2.5176689624786377
SNRdb20_p343_087_1093,1.2906594276428225,2.8273637294769287,3.056827545166016,3.199102640151977,3.297358751296997,3.3016779422760014,2.775090456008911,3.322504758834839,2.9624571800231934,3.226722717285156,2.7821805477142334
SNRdb0_p306_246_110,1.0514425039291382,1.1880240440368652,1.3564846515655518,1.2880411148071291,1.3830546140670776,1.402151346206665,1.2141339778900146,1.369171977043152,1.3004900217056274,1.4130297899246216,1.4177329540252686
SNRdb5_p303_130_110,1.1303874254226685,1.2522166967391968,1.3558757305145264,1.3060038089752195,1.385333776473999,1.3905644416809082,1.433956742286682,1.455730676651001,1.340066909790039,1.2881903648376465,1.3278896808624268
SNRdb10_p251_104_110,1.4509414434432983,1.86638617515564,1.7481796741485596,1.8979383707046509,1.9130496978759768,2.190552234649658,2.0096545219421387,2.0074818134307857,2.009568452835083,2.3289258480072017,2.2792127132415767
SNRdb20_p251_024_110,2.380502462387085,2.570712089538574,2.5183310508728027,2.708629846572876,2.913112163543701,2.602027416229248,2.549686908721924,2.458378791809082,2.735405445098877,2.508448839187622,2.5579733848571777
SNRdb0_p249_269_1112,1.0581310987472534,1.3454259634017944,1.4128355979919434,1.2815542221069336,1.518283128738403,1.6509180068969729,1.4516228437423706,1.4822760820388794,1.45451819896698,1.7278356552124023,1.6647112369537354
SNRdb5_p303_220_1112,1.1846351623535156,1.4651191234588623,1.606809377670288,1.6573392152786257,1.7611312866210938,2.2342541217803955,1.9094200134277344,1.6483839750289917,1.929537296295166,2.1854603290557857,2.208823680877685
SNRdb10_p343_341_1112,1.333533763885498,1.8460079431533811,1.9895637035369875,1.921112060546875,2.27569317817688,2.350395679473877,1.8026206493377688,1.9525519609451292,1.95728063583374,2.3534014225006104,2.4040467739105225
SNRdb20_p306_139_1112,1.441873550415039,2.448265552520752,2.0377449989318848,2.513826608657837,2.3933122158050537,1.9359345436096191,1.9594813585281368,2.400552272796631,1.8344955444335935,2.95717453956604,2.689969778060913
SNRdb0_p249_024_1124,1.09021258354187,1.246348857879639,1.347054958343506,1.330602765083313,1.5821537971496582,1.7481623888015747,1.4733444452285769,1.581907868385315,1.5725135803222656,1.5165145397186282,1.6596117019653318
SNRdb5_p249_255_1124,1.2601081132888794,1.540926218032837,1.6755509376525881,1.7912436723709106,1.7959606647491455,1.738978147506714,1.8340460062026975,1.9045962095260618,1.821160078048706,1.84861421585083,1.8216103315353396
SNRdb10_p335_184_1124,1.3367916345596311,2.3331799507141118,2.6270956993103027,2.291378259658813,2.744503974914551,2.9121482372283936,2.0958096981048584,2.4291200637817383,2.4120750427246094,2.6652865409851074,2.7709636688232417
